EntrezA	EntrezB	Metabolite
549	7923	3hpcoa
3032	51741	3hpcoa
3032	1109	3hpcoa
3032	7923	3hpcoa
3030	340811	3hpcoa
549	1645	3hpcoa
3032	1487	3hpcoa
1962	51171	3hpcoa
3030	1109	3hpcoa
549	374875	3hpcoa
3032	1645	3hpcoa
3032	195814	3hpcoa
1962	10553	3hpcoa
1244	10599	3hpvs
8647	10599	3hpvs
11309	8647	3hpvs
8647	11309	3hpvs
1244	11309	3hpvs
10599	9429	3hpvs
10599	1244	3hpvs
10599	8647	3hpvs
11309	9429	3hpvs
9429	11309	3hpvs
11309	1244	3hpvs
9429	10599	3hpvs
37	3033	3htdcoa
1622	1375	3htdcoa
3030	3033	3htdcoa
1622	126129	3htdcoa
37	1622	3htdcoa
1892	3033	3htdcoa
1892	1622	3htdcoa
3030	1622	3htdcoa
1622	1374	3htdcoa
55217	6470	3htmelys
1644	4129	3hxkynam
1644	4128	3hxkynam
10599	8647	3ispvs
8647	10599	3ispvs
10599	1244	3ispvs
11309	1244	3ispvs
1244	11309	3ispvs
11309	8647	3ispvs
9429	10599	3ispvs
8647	11309	3ispvs
11309	9429	3ispvs
10599	9429	3ispvs
1244	10599	3ispvs
9429	11309	3ispvs
1622	1374	3ivcoa
1622	126129	3ivcoa
1622	1375	3ivcoa
4128	221	3m4hpga
4129	220	3m4hpga
4129	222	3m4hpga
4129	218	3m4hpga
4128	220	3m4hpga
4129	221	3m4hpga
4128	222	3m4hpga
4128	218	3m4hpga
3712	56922	3mb2coa
3712	64087	3mb2coa
34	64087	3mb2coa
34	10249	3mb2coa
3712	10249	3mb2coa
34	56922	3mb2coa
64087	549	3mgcoa
56922	549	3mgcoa
314	221	3mldz
8639	222	3mldz
26	4129	3mldz
314	4129	3mldz
314	220	3mldz
8639	218	3mldz
26	221	3mldz
26	220	3mldz
8639	220	3mldz
8639	221	3mldz
314	218	3mldz
26	222	3mldz
8639	4129	3mldz
314	222	3mldz
26	218	3mldz
586	160287	3mob
586	3948	3mob
587	1738	3mob
587	641649	3mob
587	1629	3mob
586	92483	3mob
586	3945	3mob
587	594	3mob
586	55293	3mob
587	593	3mob
586	3939	3mob
587	1629	3mop
586	92483	3mop
586	55293	3mop
586	160287	3mop
587	641649	3mop
586	3945	3mop
586	3939	3mop
587	593	3mop
587	594	3mop
586	3948	3mop
587	1738	3mop
4129	218	3mox4hpac
4128	221	3mox4hpac
4129	220	3mox4hpac
4128	222	3mox4hpac
4129	222	3mox4hpac
4129	221	3mox4hpac
4128	218	3mox4hpac
4128	220	3mox4hpac
1312	4129	3moxtyr
1312	4128	3moxtyr
37	1622	3ocddcoa
1622	126129	3ocddcoa
1622	1375	3ocddcoa
1622	1374	3ocddcoa
3030	1622	3ocddcoa
37	1622	3octdece1coa
1622	1375	3octdece1coa
1622	126129	3octdece1coa
1622	1374	3octdece1coa
3030	1622	3octdece1coa
3032	1632	3octdectecoa
30	10455	3octdectecoa
3295	10455	3octdectecoa
3030	1632	3octdectecoa
37	1632	3octdectecoa
37	1632	3octpencoa
3030	1632	3octpencoa
3032	1632	3octpencoa
3030	30	3odcoa
1962	30	3odcoa
3033	30	3odcoa
3033	30	3oddcoa
3030	30	3oddcoa
1962	30	3oddcoa
3033	10449	3ohdcoa
3030	10449	3ohdcoa
3033	30	3ohdcoa
1962	3032	3ohdcoa
1962	30	3ohdcoa
3033	3032	3ohdcoa
3030	3032	3ohdcoa
1962	10449	3ohdcoa
3030	30	3ohdcoa
3295	30	3ohodcoa
3028	3032	3ohodcoa
1962	30	3ohodcoa
3033	10449	3ohodcoa
3028	10449	3ohodcoa
3033	3032	3ohodcoa
54898	51144	3ohxccoa
60481	51144	3ohxccoa
79071	51144	3ohxccoa
6785	51144	3ohxccoa
83401	51144	3ohxccoa
64834	51144	3ohxccoa
79993	51144	3ohxccoa
3295	30	3ohxccoa
1962	30	3ohxccoa
3030	30	3otdcoa
3033	3032	3otdcoa
1962	30	3otdcoa
1962	3032	3otdcoa
3033	30	3otdcoa
3030	3032	3otdcoa
1962	10449	3otdcoa
3033	10449	3otdcoa
3030	10449	3otdcoa
5223	375056	3pg
132158	375056	3pg
98	375056	3pg
98	5232	3pg
132158	5230	3pg
5224	5232	3pg
97	375056	3pg
5224	26227	3pg
669	26227	3pg
669	5232	3pg
97	5230	3pg
5224	5230	3pg
283209	26227	3pg
132158	5232	3pg
112611	375056	3pg
97	5232	3pg
669	5230	3pg
98	5230	3pg
98	26227	3pg
283209	5230	3pg
97	26227	3pg
112611	26227	3pg
5224	375056	3pg
5223	26227	3pg
283209	5232	3pg
283209	375056	3pg
5223	5230	3pg
132158	26227	3pg
5223	5232	3pg
112611	5232	3pg
669	375056	3pg
112611	5230	3pg
26227	29968	3php
10165	2571	3sala
8604	2572	3sala
1036	2572	3sala
1036	51380	3sala
10165	51380	3sala
8604	2571	3sala
8604	2805	3sala
1036	2571	3sala
1036	2805	3sala
10165	2805	3sala
8604	51380	3sala
10165	2572	3sala
1622	1375	3tetd7ecoa
37	1622	3tetd7ecoa
1622	126129	3tetd7ecoa
3030	1622	3tetd7ecoa
1622	1374	3tetd7ecoa
3030	1622	3thexddcoa
1622	1375	3thexddcoa
1622	126129	3thexddcoa
1622	1374	3thexddcoa
37	1622	3thexddcoa
37	1622	3ttetddcoa
1622	1375	3ttetddcoa
1622	1374	3ttetddcoa
3030	1622	3ttetddcoa
1622	126129	3ttetddcoa
1807	51733	3uib
1595	7108	44mctr
11283	7108	44mctr
11283	3930	44mctr
1595	3930	44mctr
3930	6307	44mzym
7108	6307	44mzym
7108	10826	44mzym
3930	10826	44mzym
6538	57571	4abut
223	140679	4abut
6539	57571	4abut
2571	57571	4abut
206358	57571	4abut
219	18	4abut
2572	57571	4abut
223	57571	4abut
6540	57571	4abut
140679	6538	4abut
501	18	4abut
6529	57571	4abut
2572	140679	4abut
140679	6540	4abut
6539	140679	4abut
6540	140679	4abut
224	18	4abut
140679	6539	4abut
206358	140679	4abut
223	18	4abut
140679	206358	4abut
6538	140679	4abut
2571	140679	4abut
140679	6529	4abut
6529	140679	4abut
217	18	4abut
8639	223	4abutn
26	223	4abutn
314	223	4abutn
2954	2184	4fumacac
1244	11309	4hatvacid
1244	10599	4hatvacid
5243	11309	4hatvacid
11309	1244	4hatvacid
5446	5243	4hatvacid
11309	5243	4hatvacid
5446	1244	4hatvacid
5243	10599	4hatvacid
10599	1244	4hatvacid
10599	5243	4hatvacid
11309	5243	4hatvlac
10599	5446	4hatvlac
11309	1244	4hatvlac
11309	5446	4hatvlac
10599	5243	4hatvlac
1244	11309	4hatvlac
5243	11309	4hatvlac
5243	10599	4hatvlac
10599	1244	4hatvlac
1244	10599	4hatvlac
3295	51	4hexdtricoa
30	51	4hexdtricoa
1962	51	4hexdtricoa
4128	221	4hoxpacd
4128	220	4hoxpacd
4129	220	4hoxpacd
4128	222	4hoxpacd
4129	218	4hoxpacd
4129	221	4hoxpacd
4129	222	4hoxpacd
4128	218	4hoxpacd
5033	6509	4hpro_LT
283208	6509	4hpro_LT
8974	6509	4hpro_LT
5033	5831	4hpro_LT
57393	5831	4hpro_LT
8974	29920	4hpro_LT
57393	6509	4hpro_LT
283208	5831	4hpro_LT
54716	5831	4hpro_LT
5033	29920	4hpro_LT
8974	5831	4hpro_LT
54716	6509	4hpro_LT
57393	29920	4hpro_LT
6509	57393	4hpro_LT
6509	54716	4hpro_LT
54716	29920	4hpro_LT
283208	29920	4hpro_LT
131669	144193	4izp
3081	2954	4mlacac
587	1629	4mop
587	594	4mop
587	1738	4mop
587	641649	4mop
587	593	4mop
1583	57016	4mptnl
1583	231	4mptnl
6307	266740	4mzym_int1
10826	50814	4mzym_int1
6307	50814	4mzym_int1
10826	266740	4mzym_int1
50814	51478	4mzym_int2
266740	51478	4mzym_int2
55229	79717	4ppan
80025	79717	4ppan
53354	79717	4ppan
79646	79717	4ppan
80025	60490	4ppcys
79646	60490	4ppcys
79717	60490	4ppcys
53354	60490	4ppcys
55229	60490	4ppcys
6470	223	4tmeabut
223	8424	4tmeabutn
1638	7306	56dihindlcrbxlt
3283	54490	5adtststerone
79644	412	5adtststerone
6715	54490	5adtststerone
6716	6822	5adtststerone
79644	6818	5adtststerone
6715	6822	5adtststerone
3284	412	5adtststerone
79644	6822	5adtststerone
6716	6818	5adtststerone
3284	54490	5adtststerone
6715	6818	5adtststerone
6716	412	5adtststerone
6716	54490	5adtststerone
3283	412	5adtststerone
6715	412	5adtststerone
10654	4597	5dpmev
10965	7350	5eipenc
55856	7350	5eipenc
10005	7350	5eipenc
11332	7350	5eipenc
275	10588	5fthf
6573	10841	5fthf
6573	10588	5fthf
4129	501	5hoxindact
4129	217	5hoxindact
4128	223	5hoxindact
137872	217	5hoxindact
4128	219	5hoxindact
4129	316	5hoxindact
4128	316	5hoxindact
4128	224	5hoxindact
4129	224	5hoxindact
4128	501	5hoxindact
137872	219	5hoxindact
4129	219	5hoxindact
137872	8659	5hoxindact
4129	223	5hoxindact
4128	217	5hoxindact
219	438	5hoxindoa
223	438	5hoxindoa
501	438	5hoxindoa
217	438	5hoxindoa
316	438	5hoxindoa
6521	438	5hoxindoa
224	438	5hoxindoa
3620	125061	5hoxnfkyn
7166	1644	5htrp
7166	6570	5htrp
121278	6570	5htrp
7166	6571	5htrp
121278	6571	5htrp
121278	1644	5htrp
7166	3620	5htrp
121278	3620	5htrp
125061	1644	5hxkyn
1644	4129	5hxkynam
1644	4128	5hxkynam
6611	4507	5mta
6723	4507	5mta
2348	4548	5mthf
6573	4548	5mthf
2352	4548	5mthf
3176	4548	5mthf
29953	26873	5oxpro
79017	26873	5oxpro
4598	10654	5pmev
8647	11309	6epvs
11309	9429	6epvs
9429	10599	6epvs
1244	11309	6epvs
10599	1244	6epvs
10599	9429	6epvs
10599	8647	6epvs
11309	8647	6epvs
1244	10599	6epvs
8647	10599	6epvs
11309	1244	6epvs
9429	11309	6epvs
5446	5243	6melvacid
9563	5226	6pgc
25796	5226	6pgc
2539	25796	6pgl
5805	6697	6pthp
28234	8714	7dhcdchol
8714	123264	7dhcdchol
1244	200931	7dhcdchol
123264	10257	7dhcdchol
8647	123264	7dhcdchol
1244	6555	7dhcdchol
8714	10599	7dhcdchol
6554	8714	7dhcdchol
10257	6555	7dhcdchol
28234	8647	7dhcdchol
8714	28234	7dhcdchol
28234	10257	7dhcdchol
200931	10257	7dhcdchol
8647	28234	7dhcdchol
28234	1244	7dhcdchol
8647	200931	7dhcdchol
1244	6554	7dhcdchol
123264	8647	7dhcdchol
10257	6554	7dhcdchol
8647	6554	7dhcdchol
6555	1244	7dhcdchol
10599	8647	7dhcdchol
8714	200931	7dhcdchol
10257	10599	7dhcdchol
1244	28234	7dhcdchol
10599	10257	7dhcdchol
123264	1244	7dhcdchol
8647	6555	7dhcdchol
1244	10599	7dhcdchol
6555	8647	7dhcdchol
10599	1244	7dhcdchol
6555	8714	7dhcdchol
6554	8647	7dhcdchol
200931	8714	7dhcdchol
10599	8714	7dhcdchol
10257	200931	7dhcdchol
8714	6554	7dhcdchol
1244	123264	7dhcdchol
8714	6555	7dhcdchol
6554	1244	7dhcdchol
200931	1244	7dhcdchol
200931	8647	7dhcdchol
6554	10257	7dhcdchol
8647	10599	7dhcdchol
123264	8714	7dhcdchol
6555	10257	7dhcdchol
10257	123264	7dhcdchol
10257	28234	7dhcdchol
10257	10599	7dhchol
8714	6555	7dhchol
10257	200931	7dhchol
1244	10599	7dhchol
8714	10599	7dhchol
10257	6555	7dhchol
1244	28234	7dhchol
123264	1244	7dhchol
10599	10257	7dhchol
1244	6554	7dhchol
6555	10257	7dhchol
123264	8647	7dhchol
28234	8714	7dhchol
8714	28234	7dhchol
8647	200931	7dhchol
8647	28234	7dhchol
28234	8647	7dhchol
123264	10257	7dhchol
10599	8647	7dhchol
8714	123264	7dhchol
10257	6554	7dhchol
1244	200931	7dhchol
200931	10257	7dhchol
28234	10257	7dhchol
28234	1244	7dhchol
6554	8714	7dhchol
10257	123264	7dhchol
6555	1244	7dhchol
200931	1244	7dhchol
8647	6554	7dhchol
8647	10599	7dhchol
1244	123264	7dhchol
10599	8714	7dhchol
10257	28234	7dhchol
6554	8647	7dhchol
8647	123264	7dhchol
1244	6555	7dhchol
6554	10257	7dhchol
200931	8647	7dhchol
10599	1244	7dhchol
6555	8714	7dhchol
8714	6554	7dhchol
8647	6555	7dhchol
200931	8714	7dhchol
8714	200931	7dhchol
6555	8647	7dhchol
6554	1244	7dhchol
123264	8714	7dhchol
6309	1717	7dhchsterol
1581	1717	7dhchsterol
2356	8836	7thf
376497	341392	C01601
28965	116285	C01601
2172	6296	C01601
2168	123876	C01601
646480	348158	C01601
376497	54988	C01601
11000	123876	C01601
948	123876	C01601
2173	348158	C01601
2169	123876	C01601
2171	348158	C01601
2167	116285	C01601
2170	123876	C01601
2170	116285	C01601
948	116285	C01601
376497	116285	C01601
2167	341392	C01601
2167	54988	C01601
2173	123876	C01601
2169	341392	C01601
2168	116285	C01601
2170	348158	C01601
646486	54988	C01601
11000	6296	C01601
10999	54988	C01601
376497	123876	C01601
948	6296	C01601
28965	6296	C01601
2170	54988	C01601
2168	54988	C01601
2171	6296	C01601
2170	341392	C01601
2172	348158	C01601
2167	348158	C01601
948	54988	C01601
2169	54988	C01601
2171	54988	C01601
2173	341392	C01601
28965	123876	C01601
2171	341392	C01601
2172	123876	C01601
10999	116285	C01601
28965	54988	C01601
10999	348158	C01601
948	348158	C01601
28965	341392	C01601
2168	6296	C01601
2173	116285	C01601
646486	348158	C01601
2169	348158	C01601
2169	6296	C01601
2167	123876	C01601
11000	54988	C01601
11000	348158	C01601
948	341392	C01601
10999	6296	C01601
646480	341392	C01601
2171	116285	C01601
2172	54988	C01601
646480	116285	C01601
646486	6296	C01601
646486	123876	C01601
10999	123876	C01601
2168	341392	C01601
28965	348158	C01601
2171	123876	C01601
2172	341392	C01601
2168	348158	C01601
646480	123876	C01601
376497	6296	C01601
646480	6296	C01601
646480	54988	C01601
376497	348158	C01601
2170	6296	C01601
646486	116285	C01601
2167	6296	C01601
2173	6296	C01601
2173	54988	C01601
11000	341392	C01601
2172	116285	C01601
2169	116285	C01601
10999	341392	C01601
646486	341392	C01601
11000	116285	C01601
1244	6579	C02528
641372	79799	C02528
6579	6822	C02528
641371	10998	C02528
6554	6822	C02528
6554	1244	C02528
641372	54659	C02528
6579	54659	C02528
641372	6822	C02528
641371	7364	C02528
570	10998	C02528
641371	10941	C02528
6579	1244	C02528
6554	54659	C02528
6554	10998	C02528
6554	10941	C02528
570	54659	C02528
641372	1576	C02528
641372	10941	C02528
6579	10998	C02528
641371	54659	C02528
6554	79799	C02528
6554	7364	C02528
570	7364	C02528
570	6822	C02528
641372	10998	C02528
6579	10941	C02528
641371	1244	C02528
6579	7364	C02528
641371	6822	C02528
570	10941	C02528
641371	1576	C02528
6554	1576	C02528
641371	79799	C02528
641372	1244	C02528
570	79799	C02528
6579	79799	C02528
641372	7364	C02528
1244	6554	C02528
6579	1576	C02528
570	1576	C02528
570	1244	C02528
1645	5243	C03681
1646	5243	C03681
1109	5243	C03681
8644	5243	C03681
247	2878	C04717
246	2876	C04717
247	9588	C04717
246	2880	C04717
247	493869	C04717
247	257202	C04717
246	257202	C04717
246	9588	C04717
247	2882	C04717
246	2882	C04717
246	2877	C04717
247	2876	C04717
246	2879	C04717
247	2880	C04717
246	2878	C04717
246	493869	C04717
247	2879	C04717
247	2877	C04717
2879	239	C04805
2879	873	C04805
2880	873	C04805
257202	873	C04805
493869	239	C04805
9588	874	C04805
2878	873	C04805
2876	10901	C04805
9588	873	C04805
2877	873	C04805
257202	239	C04805
493869	873	C04805
2877	239	C04805
2878	239	C04805
9588	10901	C04805
2882	873	C04805
2876	239	C04805
2879	10901	C04805
2876	873	C04805
493869	10901	C04805
2876	874	C04805
257202	874	C04805
2880	874	C04805
2882	874	C04805
2880	239	C04805
2882	239	C04805
9588	239	C04805
2879	874	C04805
257202	10901	C04805
2878	10901	C04805
2882	10901	C04805
2878	874	C04805
2880	10901	C04805
2877	874	C04805
2877	10901	C04805
493869	874	C04805
493869	4051	C04849
257202	2053	C04849
9588	373156	C04849
257202	126410	C04849
2879	126410	C04849
2877	4258	C04849
2882	373156	C04849
2882	2053	C04849
493869	4259	C04849
2880	373156	C04849
2878	373156	C04849
493869	2052	C04849
2876	2954	C04849
2882	4258	C04849
2878	4258	C04849
493869	2053	C04849
2882	8529	C04849
2876	8529	C04849
2880	4258	C04849
2877	4259	C04849
493869	126410	C04849
493869	4258	C04849
257202	8529	C04849
2876	126410	C04849
2877	2052	C04849
2877	4051	C04849
9588	4051	C04849
257202	4257	C04849
493869	4257	C04849
2880	8529	C04849
2878	4257	C04849
2880	4257	C04849
2880	126410	C04849
2877	2053	C04849
2876	4259	C04849
2879	4258	C04849
2879	4051	C04849
493869	373156	C04849
2879	2052	C04849
2880	4259	C04849
9588	4258	C04849
2880	2053	C04849
9588	8529	C04849
2876	4257	C04849
2877	4257	C04849
2877	126410	C04849
9588	4257	C04849
257202	4259	C04849
2878	2053	C04849
493869	8529	C04849
257202	2052	C04849
2882	4257	C04849
2882	4259	C04849
2879	8529	C04849
9588	4259	C04849
2880	4051	C04849
2876	2052	C04849
257202	4258	C04849
257202	4051	C04849
2877	8529	C04849
2876	4258	C04849
2876	373156	C04849
2882	2052	C04849
2879	2954	C04849
2879	4259	C04849
2879	2053	C04849
257202	373156	C04849
2876	2053	C04849
2879	4257	C04849
2878	8529	C04849
9588	126410	C04849
9588	2053	C04849
2882	126410	C04849
2882	4051	C04849
2877	373156	C04849
2878	4259	C04849
2876	4051	C04849
2878	2052	C04849
2879	373156	C04849
2880	2052	C04849
2878	126410	C04849
2878	4051	C04849
9588	2052	C04849
51	3030	C05279
51	3032	C05279
51	1892	C05279
10455	1892	C05279
1891	3032	C05279
10455	3032	C05279
1632	3030	C05279
1891	1892	C05279
10455	3030	C05279
1891	3030	C05279
1632	1892	C05279
1632	3032	C05279
3032	1632	C05280
3030	1962	C05280
30	10455	C05280
3030	1891	C05280
10449	1891	C05280
3032	1962	C05280
30	1632	C05280
10449	1632	C05280
10449	10455	C05280
3030	10455	C05280
10449	1962	C05280
3032	1891	C05280
3032	10455	C05280
30	1962	C05280
3030	1632	C05280
1576	7173	C05298
1576	4353	C05298
1576	8288	C05298
1576	9588	C05298
1576	4025	C05298
8288	5243	C05301
7173	5243	C05301
9588	5243	C05301
4353	5243	C05301
4025	5243	C05301
1244	10599	C05769
10599	1244	C05769
1244	28234	C05769
28234	1244	C05769
10599	10058	C05770
10599	1244	C05770
10058	28234	C05770
1244	11309	C05770
11309	10058	C05770
28234	10058	C05770
1244	10599	C05770
1244	28234	C05770
11309	1244	C05770
28234	1244	C05770
10058	11309	C05770
10058	10599	C05770
1962	4645	C07297
1962	30	C07297
3295	30	C07297
3295	4645	C07297
8613	5743	C13856
8613	5742	C13856
260293	2052	C14768
64816	2053	C14768
57834	2052	C14768
1544	2053	C14768
1573	2053	C14768
1588	2053	C14768
1576	2052	C14768
1551	2053	C14768
1545	2052	C14768
1572	2052	C14768
1553	2052	C14768
29785	2052	C14768
113612	2052	C14768
1555	2052	C14768
1588	2052	C14768
1548	2053	C14768
29785	2053	C14768
1573	2052	C14768
1580	2053	C14768
1576	2053	C14768
1580	2052	C14768
1577	2052	C14768
1565	2052	C14768
1544	2052	C14768
1545	2053	C14768
1577	2053	C14768
1555	2053	C14768
1559	2053	C14768
113612	2053	C14768
260293	2053	C14768
1543	2052	C14768
1549	2052	C14768
1572	2053	C14768
66002	2052	C14768
1562	2052	C14768
1543	2053	C14768
1571	2053	C14768
199974	2053	C14768
1548	2052	C14768
1549	2053	C14768
11283	2053	C14768
1559	2052	C14768
1557	2052	C14768
1557	2053	C14768
1558	2052	C14768
57834	2053	C14768
1562	2053	C14768
64816	2052	C14768
1553	2053	C14768
11283	2052	C14768
1551	2052	C14768
199974	2052	C14768
66002	2053	C14768
1558	2053	C14768
1565	2053	C14768
1571	2052	C14768
1548	2052	C14769
64816	2052	C14769
1571	2052	C14769
113612	2053	C14769
1557	2053	C14769
1553	2052	C14769
57834	2053	C14769
1588	2053	C14769
1565	2053	C14769
1565	2052	C14769
29785	2053	C14769
1553	2053	C14769
1571	2053	C14769
1544	2052	C14769
1545	2052	C14769
1580	2052	C14769
1577	2053	C14769
29785	2052	C14769
11283	2052	C14769
1544	2053	C14769
1576	2053	C14769
260293	2052	C14769
1562	2053	C14769
1558	2053	C14769
1573	2052	C14769
113612	2052	C14769
1555	2053	C14769
1572	2053	C14769
1555	2052	C14769
260293	2053	C14769
64816	2053	C14769
1548	2053	C14769
1557	2052	C14769
1551	2052	C14769
1588	2052	C14769
1580	2053	C14769
66002	2052	C14769
1576	2052	C14769
11283	2053	C14769
57834	2052	C14769
1572	2052	C14769
66002	2053	C14769
199974	2053	C14769
1545	2053	C14769
1573	2053	C14769
1543	2053	C14769
1558	2052	C14769
1577	2052	C14769
1562	2052	C14769
1549	2053	C14769
1551	2053	C14769
1549	2052	C14769
1559	2053	C14769
1559	2052	C14769
199974	2052	C14769
1543	2052	C14769
1572	3295	C14770
11283	11000	C14770
1571	3032	C14770
1555	2053	C14770
1572	11001	C14770
1559	3032	C14770
1544	11000	C14770
1572	30	C14770
1545	8310	C14770
1565	570	C14770
1559	11000	C14770
1557	122970	C14770
66002	10005	C14770
11283	11332	C14770
1544	3033	C14770
1576	344967	C14770
1558	641371	C14770
1553	3028	C14770
113612	11000	C14770
66002	3032	C14770
1549	3033	C14770
66002	2053	C14770
1580	3295	C14770
1543	376497	C14770
1588	8310	C14770
1577	11332	C14770
1588	51	C14770
1551	2052	C14770
1551	3028	C14770
1580	8310	C14770
1553	3033	C14770
1562	197322	C14770
1558	3032	C14770
199974	132949	C14770
1545	344967	C14770
1562	11332	C14770
1565	641371	C14770
1544	3030	C14770
113612	3028	C14770
1557	2052	C14770
1543	11332	C14770
1576	2052	C14770
64816	344967	C14770
64816	10965	C14770
1562	3033	C14770
199974	23600	C14770
1558	2052	C14770
1572	11000	C14770
1558	11332	C14770
1562	641371	C14770
29785	122970	C14770
1576	80221	C14770
1580	80221	C14770
1572	23600	C14770
199974	570	C14770
199974	8310	C14770
1545	23600	C14770
1580	132949	C14770
1577	641371	C14770
64816	11001	C14770
1577	10999	C14770
1548	1892	C14770
1551	11001	C14770
1555	641371	C14770
1545	197322	C14770
1559	30	C14770
1576	51	C14770
1557	3032	C14770
1555	2052	C14770
260293	3295	C14770
1545	3295	C14770
199974	51	C14770
64816	80221	C14770
260293	132949	C14770
1559	23600	C14770
1543	3295	C14770
1549	11000	C14770
260293	2053	C14770
1551	3032	C14770
1576	8310	C14770
1549	11001	C14770
113612	11332	C14770
1573	10005	C14770
1549	3030	C14770
11283	641371	C14770
57834	3033	C14770
1559	3033	C14770
1551	10999	C14770
1549	570	C14770
199974	10999	C14770
1562	11000	C14770
260293	8310	C14770
1562	3295	C14770
1580	376497	C14770
1548	376497	C14770
29785	641371	C14770
1545	30	C14770
1580	11332	C14770
1551	344967	C14770
1573	11332	C14770
199974	344967	C14770
1553	2053	C14770
1558	11000	C14770
1548	2053	C14770
1562	2053	C14770
1573	376497	C14770
66002	10449	C14770
1580	570	C14770
1588	641371	C14770
1543	30	C14770
1577	11000	C14770
1573	10449	C14770
1559	3295	C14770
1551	2053	C14770
1548	10449	C14770
1573	197322	C14770
1543	23600	C14770
1558	570	C14770
1565	3028	C14770
29785	3030	C14770
1544	344967	C14770
1565	8310	C14770
1576	197322	C14770
1562	570	C14770
1577	2052	C14770
1555	3032	C14770
113612	2052	C14770
1562	11001	C14770
1565	2053	C14770
29785	10965	C14770
1576	30	C14770
1544	10999	C14770
1548	641371	C14770
1565	3295	C14770
1580	11000	C14770
64816	641371	C14770
11283	3033	C14770
1544	1892	C14770
1577	11001	C14770
1573	51	C14770
1573	10965	C14770
1580	3033	C14770
1562	1892	C14770
1559	122970	C14770
1559	344967	C14770
66002	11001	C14770
113612	122970	C14770
1543	197322	C14770
1544	132949	C14770
64816	570	C14770
1557	30	C14770
1577	30	C14770
57834	3032	C14770
29785	11332	C14770
11283	197322	C14770
29785	2053	C14770
57834	376497	C14770
260293	197322	C14770
66002	3033	C14770
64816	3028	C14770
1588	2052	C14770
1551	80221	C14770
1549	8310	C14770
1557	11001	C14770
1577	1892	C14770
57834	197322	C14770
57834	10965	C14770
1558	122970	C14770
1562	10449	C14770
113612	3033	C14770
260293	641371	C14770
1562	3032	C14770
1577	23600	C14770
1580	1892	C14770
1573	344967	C14770
11283	2053	C14770
1565	344967	C14770
64816	122970	C14770
1588	10449	C14770
1562	10005	C14770
57834	30	C14770
1559	80221	C14770
1543	10449	C14770
113612	197322	C14770
1543	11000	C14770
1548	197322	C14770
1562	344967	C14770
66002	8310	C14770
64816	3033	C14770
1557	3033	C14770
1588	3295	C14770
1580	641371	C14770
1572	10005	C14770
64816	23600	C14770
1577	3032	C14770
1572	122970	C14770
1553	197322	C14770
1588	132949	C14770
1565	197322	C14770
1545	1892	C14770
1553	132949	C14770
1572	3033	C14770
1577	3033	C14770
1571	10449	C14770
1549	51	C14770
1551	376497	C14770
1551	51	C14770
1549	10999	C14770
1551	8310	C14770
1573	3032	C14770
1565	3030	C14770
1580	10965	C14770
29785	10005	C14770
1543	3028	C14770
1580	23600	C14770
1562	3030	C14770
1549	30	C14770
29785	3032	C14770
1543	10005	C14770
1553	11000	C14770
1580	3030	C14770
1571	23600	C14770
199974	197322	C14770
1543	3033	C14770
1557	197322	C14770
1572	197322	C14770
1577	2053	C14770
1555	30	C14770
1548	3028	C14770
1559	10965	C14770
1559	641371	C14770
1562	3028	C14770
1588	80221	C14770
1549	2052	C14770
64816	11000	C14770
1558	23600	C14770
66002	10999	C14770
1572	10965	C14770
260293	11332	C14770
1543	3032	C14770
57834	10005	C14770
1544	570	C14770
1553	3295	C14770
1558	197322	C14770
1565	10965	C14770
1573	641371	C14770
57834	23600	C14770
199974	10005	C14770
199974	3030	C14770
113612	8310	C14770
1558	376497	C14770
1543	8310	C14770
64816	2053	C14770
113612	2053	C14770
1545	3030	C14770
1580	30	C14770
1555	80221	C14770
260293	51	C14770
1565	10999	C14770
1580	197322	C14770
1565	122970	C14770
1565	80221	C14770
57834	10449	C14770
64816	2052	C14770
1557	11332	C14770
1543	2052	C14770
1555	8310	C14770
1571	2053	C14770
260293	122970	C14770
1588	122970	C14770
1553	3030	C14770
1576	10005	C14770
1557	10005	C14770
1572	10999	C14770
57834	80221	C14770
1559	1892	C14770
1545	641371	C14770
1588	11000	C14770
260293	10005	C14770
113612	10005	C14770
1555	23600	C14770
1549	3032	C14770
1572	8310	C14770
1548	11332	C14770
1576	570	C14770
11283	3030	C14770
11283	51	C14770
29785	132949	C14770
1549	10005	C14770
1588	3030	C14770
1576	1892	C14770
1555	3028	C14770
1543	122970	C14770
1545	10965	C14770
1557	8310	C14770
1548	3030	C14770
1559	2053	C14770
1588	10999	C14770
1571	122970	C14770
1576	3295	C14770
1573	3033	C14770
1580	11001	C14770
1559	570	C14770
1555	10965	C14770
1572	2052	C14770
1543	3030	C14770
1571	10965	C14770
1572	80221	C14770
29785	11000	C14770
1548	51	C14770
1553	51	C14770
1549	641371	C14770
64816	10005	C14770
1557	641371	C14770
1558	10965	C14770
1580	3028	C14770
1549	1892	C14770
1557	3295	C14770
29785	197322	C14770
1562	30	C14770
29785	10449	C14770
1576	23600	C14770
1553	2052	C14770
11283	10449	C14770
1549	10449	C14770
1549	11332	C14770
64816	51	C14770
1576	2053	C14770
1543	10999	C14770
1580	122970	C14770
1571	30	C14770
57834	122970	C14770
1544	3032	C14770
1558	10999	C14770
113612	10999	C14770
1553	344967	C14770
